CH0, CH1, ANN
-0.53,0.015, 0
-0.495,0.17, 0
-0.355,0.305, 0
-0.175,0.44, 0
0.01,0.585, 0
0.23,0.715, 0
0.515,0.84, 0
0.8,0.89, 0
1.01,0.795, 0
1.105,0.5, 0
1.085,0.125, 0
0.82,-0.155, 0
0.385,-0.19, 0
-0.09,-0.185, 0
-0.375,-0.17, 0
-0.45,-0.17, 0
-0.41,-0.155, 0
-0.355,-0.16, 0
-0.345,-0.17, 0
-0.35,-0.18, 0
-0.365,-0.19, 0
-0.375,-0.18, 0
-0.365,-0.18, 0
-0.355,-0.175, 0
-0.365,-0.185, 0
-0.38,-0.19, 0
-0.38,-0.195, 0
-0.38,-0.185, 0
-0.36,-0.175, 0
-0.355,-0.19, 0
-0.36,-0.19, 0
-0.375,-0.19, 0
-0.375,-0.195, 0
-0.375,-0.185, 0
-0.37,-0.17, 0
-0.365,-0.185, 0
-0.365,-0.185, 0
-0.375,-0.195, 0
-0.385,-0.205, 0
-0.375,-0.185, 0
-0.37,-0.165, 0
-0.36,-0.165, 0
-0.36,-0.175, 0
-0.37,-0.19, 0
-0.37,-0.185, 0
-0.37,-0.17, 0
-0.36,-0.16, 0
-0.35,-0.16, 0
-0.365,-0.16, 0
-0.375,-0.17, 0
-0.375,-0.17, 0
-0.36,-0.16, 0
-0.355,-0.15, 0
-0.35,-0.16, 0
-0.355,-0.165, 0
-0.355,-0.18, 0
-0.375,-0.175, 0
-0.37,-0.165, 0
-0.36,-0.165, 0
-0.365,-0.165, 0
-0.365,-0.175, 0
-0.37,-0.17, 0
-0.385,-0.195, 0
-0.375,-0.185, 0
-0.36,-0.175, 0
-0.36,-0.19, 0
-0.365,-0.18, 0
-0.37,-0.185, 0
-0.375,-0.18, 0
-0.385,-0.175, 0
-0.375,-0.165, 0
-0.36,-0.175, 0
-0.36,-0.2, 0
-0.365,-0.2, 0
-0.375,-0.2, 0
-0.38,-0.195, 0
-0.37,-0.2, 0
-0.36,-0.195, 0
-0.375,-0.205, 0
-0.375,-0.215, 0
-0.39,-0.235, 0
-0.38,-0.225, 0
-0.375,-0.215, 0
-0.38,-0.23, 0
-0.37,-0.235, 0
-0.39,-0.235, 0
-0.385,-0.25, 0
-0.39,-0.25, 0
-0.375,-0.25, 0
-0.38,-0.25, 0
-0.38,-0.265, 0
-0.385,-0.275, 0
-0.39,-0.29, 0
-0.385,-0.28, 0
-0.38,-0.265, 0
-0.385,-0.285, 0
-0.37,-0.285, 0
-0.39,-0.3, 0
-0.395,-0.295, 0
-0.385,-0.285, 0
-0.39,-0.275, 0
-0.375,-0.275, 0
-0.38,-0.275, 0
-0.37,-0.275, 0
-0.385,-0.265, 0
-0.375,-0.245, 0
-0.36,-0.21, 0
-0.345,-0.21, 0
-0.34,-0.2, 0
-0.345,-0.195, 0
-0.345,-0.19, 0
-0.33,-0.165, 0
-0.315,-0.14, 0
-0.3,-0.15, 0
-0.285,-0.145, 0
-0.3,-0.135, 0
-0.29,-0.135, 0
-0.29,-0.115, 0
-0.265,-0.095, 0
-0.275,-0.095, 0
-0.265,-0.1, 0
-0.27,-0.095, 0
-0.27,-0.095, 0
-0.26,-0.085, 0
-0.25,-0.06, 0
-0.24,-0.055, 0
-0.245,-0.065, 0
-0.25,-0.065, 0
-0.255,-0.07, 0
-0.24,-0.075, 0
-0.235,-0.06, 0
-0.225,-0.06, 0
-0.24,-0.06, 0
-0.25,-0.07, 0
-0.255,-0.065, 0
-0.255,-0.06, 0
-0.25,-0.06, 0
-0.24,-0.06, 0
-0.235,-0.065, 0
-0.255,-0.075, 0
-0.27,-0.07, 0
-0.255,-0.07, 0
-0.24,-0.055, 0
-0.23,-0.065, 0
-0.245,-0.065, 0
-0.255,-0.075, 0
-0.265,-0.07, 0
-0.265,-0.08, 0
-0.25,-0.07, 0
-0.25,-0.075, 0
-0.255,-0.08, 0
-0.27,-0.1, 0
-0.27,-0.09, 0
-0.285,-0.075, 0
-0.27,-0.065, 0
-0.25,-0.075, 0
-0.275,-0.085, 0
-0.275,-0.1, 0
-0.27,-0.105, 0
-0.265,-0.095, 0
-0.265,-0.075, 0
-0.27,-0.085, 0
-0.275,-0.085, 0
-0.29,-0.09, 0
-0.28,-0.09, 0
-0.28,-0.08, 0
-0.285,-0.08, 0
-0.27,-0.085, 0
-0.275,-0.1, 0
-0.275,-0.11, 0
-0.295,-0.115, 0
-0.285,-0.105, 0
-0.285,-0.085, 0
-0.29,-0.095, 0
-0.285,-0.1, 0
-0.305,-0.105, 0
-0.32,-0.12, 0
-0.315,-0.105, 0
-0.31,-0.1, 0
-0.305,-0.105, 0
-0.305,-0.105, 0
-0.315,-0.115, 0
-0.33,-0.125, 0
-0.32,-0.115, 0
-0.3,-0.09, 0
-0.3,-0.095, 0
-0.3,-0.105, 0
-0.305,-0.11, 0
-0.315,-0.11, 0
-0.305,-0.09, 0
-0.29,-0.085, 0
-0.305,-0.09, 0
-0.3,-0.1, 0
-0.305,-0.095, 0
-0.31,-0.095, 0
-0.31,-0.085, 0
-0.315,-0.075, 0
-0.305,-0.085, 0
-0.3,-0.095, 0
-0.3,-0.095, 0
-0.315,-0.095, 0
-0.3,-0.085, 0
-0.3,-0.065, 0
-0.285,-0.075, 0
-0.285,-0.09, 0
-0.295,-0.085, 0
-0.315,-0.085, 0
-0.29,-0.08, 0
-0.285,-0.07, 0
-0.285,-0.09, 0
-0.29,-0.08, 0
-0.29,-0.1, 0
-0.275,-0.095, 0
-0.26,-0.07, 0
-0.245,-0.065, 0
-0.22,-0.07, 0
-0.235,-0.07, 0
-0.235,-0.07, 0
-0.245,-0.065, 0
-0.225,-0.055, 0
-0.225,-0.04, 0
-0.21,-0.045, 0
-0.195,-0.04, 0
-0.185,-0.035, 0
-0.195,-0.04, 0
-0.205,-0.025, 0
-0.19,-0.02, 0
-0.2,-0.01, 0
-0.195,-0.005, 0
-0.205,-0.015, 0
-0.225,-0.015, 0
-0.21,-0.005, 0
-0.21,0.005, 0
-0.21,0.01, 0
-0.205,-0.01, 0
-0.2,-0.015, 0
-0.185,-0.035, 0
-0.17,-0.035, 0
-0.18,-0.03, 0
-0.21,-0.035, 0
-0.245,-0.035, 0
-0.27,-0.04, 0
-0.28,-0.06, 0
-0.29,-0.04, 0
-0.285,-0.05, 0
-0.295,-0.05, 0
-0.31,-0.05, 0
-0.32,-0.06, 0
-0.33,-0.06, 0
-0.315,-0.06, 0
-0.32,-0.06, 0
-0.315,-0.07, 0
-0.325,-0.07, 0
-0.325,-0.07, 0
-0.335,-0.07, 0
-0.33,-0.05, 0
-0.315,-0.035, 0
-0.315,-0.05, 0
-0.32,-0.065, 0
-0.325,-0.07, 0
-0.33,-0.07, 0
-0.315,-0.05, 0
-0.31,-0.05, 0
-0.305,-0.05, 0
-0.315,-0.055, 0
-0.32,-0.06, 0
-0.34,-0.07, 0
-0.335,-0.06, 0
-0.325,-0.07, 0
-0.325,-0.12, 0
-0.345,-0.15, 0
-0.395,-0.185, 0
-0.435,-0.21, 0
-0.465,-0.2, 0
-0.47,-0.135, 0
-0.51,-0.035, 0
-0.53,0.125, 0
-0.475,0.255, 0
-0.34,0.38, 0
-0.165,0.5, 0
0.015,0.64, 0
0.23,0.77, 0
0.525,0.87, 0
0.77,0.88, 0
0.93,0.67, 0
0.99,0.3, 0
0.845,-0.025, 0
0.505,-0.14, 0
0.06,-0.11, 0
-0.28,-0.09, 0
-0.43,-0.09, 0
-0.43,-0.08, 0
-0.38,-0.08, 0
-0.335,-0.07, 0
-0.33,-0.085, 0
-0.355,-0.09, 0
-0.36,-0.1, 0
-0.355,-0.085, 0
-0.345,-0.08, 0
-0.345,-0.09, 0
-0.35,-0.105, 0
-0.365,-0.115, 0
-0.38,-0.11, 0
-0.36,-0.085, 0
-0.36,-0.09, 0
-0.355,-0.095, 0
-0.365,-0.1, 0
-0.355,-0.11, 0
-0.38,-0.12, 0
-0.38,-0.105, 0
-0.37,-0.1, 0
-0.375,-0.1, 0
-0.37,-0.095, 0
-0.385,-0.105, 0
-0.39,-0.095, 0
-0.38,-0.09, 0
-0.37,-0.08, 0
-0.37,-0.085, 0
-0.365,-0.095, 0
-0.38,-0.11, 0
-0.375,-0.095, 0
-0.37,-0.09, 0
-0.365,-0.065, 0
-0.36,-0.09, 0
-0.37,-0.09, 0
-0.375,-0.1, 0
-0.38,-0.1, 0
-0.375,-0.085, 0
-0.365,-0.085, 0
-0.36,-0.08, 0
-0.365,-0.085, 0
-0.37,-0.09, 0
-0.38,-0.09, 0
-0.385,-0.085, 0
-0.385,-0.075, 0
-0.375,-0.075, 0
-0.385,-0.08, 0
-0.385,-0.085, 0
-0.4,-0.09, 0
-0.39,-0.08, 0
-0.375,-0.08, 0
-0.36,-0.085, 0
-0.365,-0.095, 0
-0.37,-0.1, 0
-0.38,-0.1, 0
-0.37,-0.09, 0
-0.365,-0.085, 0
-0.365,-0.1, 0
-0.36,-0.1, 0
-0.375,-0.115, 0
-0.38,-0.12, 0
-0.375,-0.12, 0
-0.365,-0.115, 0
-0.365,-0.11, 0
-0.375,-0.13, 0
-0.37,-0.135, 0
-0.39,-0.135, 0
-0.38,-0.14, 0
-0.375,-0.135, 0
-0.385,-0.13, 0
-0.38,-0.145, 0
-0.395,-0.16, 0
-0.405,-0.165, 0
-0.395,-0.16, 0
-0.395,-0.165, 0
-0.375,-0.155, 0
-0.385,-0.165, 0
-0.385,-0.19, 0
-0.39,-0.175, 0
-0.38,-0.18, 0
-0.375,-0.17, 0
-0.39,-0.18, 0
-0.39,-0.19, 0
-0.39,-0.205, 0
-0.395,-0.205, 0
-0.395,-0.19, 0
-0.38,-0.18, 0
-0.375,-0.185, 0
-0.37,-0.185, 0
-0.38,-0.19, 0
-0.38,-0.19, 0
-0.375,-0.18, 0
-0.36,-0.155, 0
-0.365,-0.17, 0
-0.355,-0.145, 0
-0.36,-0.145, 0
-0.37,-0.125, 0
-0.355,-0.11, 0
-0.33,-0.08, 0
-0.31,-0.07, 0
-0.31,-0.065, 0
-0.315,-0.065, 0
-0.32,-0.06, 0
-0.315,-0.04, 0
-0.295,-0.02, 0
-0.29,-0.005, 0
-0.27,-0.015, 0
-0.27,-0.02, 0
-0.285,-0.015, 0
-0.28,-0.005, 0
-0.27,0.005, 0
-0.255,0.01, 0
-0.26,0.01, 0
-0.265,0.015, 0
-0.26,0.005, 0
-0.265,0.02, 0
-0.25,0.025, 0
-0.25,0.015, 0
-0.245,0.01, 0
-0.25,0.005, 0
-0.26,0.02, 0
-0.245,0.01, 0
-0.24,0.02, 0
-0.235,0.01, 0
-0.245,-0.005, 0
-0.25,-0.01, 0
-0.265,-0.005, 0
-0.26,0.015, 0
-0.25,0.015, 0
-0.255,0.02, 0
-0.265,-0.005, 0
-0.28,-0.005, 0
-0.285,-0.015, 0
-0.29,-0.005, 0
-0.275,0.015, 0
-0.265,0.015, 0
-0.27,0.005, 0
-0.27,-0.005, 0
-0.28,-0.015, 0
-0.28,-0.01, 0
-0.29,0.005, 0
-0.27,-0.01, 0
-0.275,-0.02, 0
-0.275,-0.035, 0
-0.3,-0.02, 0
-0.29,-0.025, 0
-0.29,-0.005, 0
-0.28,-0.015, 0
-0.29,-0.025, 0
-0.31,-0.035, 0
-0.32,-0.045, 0
-0.31,-0.025, 0
-0.32,-0.015, 0
-0.3,-0.03, 0
-0.305,-0.035, 0
-0.31,-0.045, 0
-0.315,-0.055, 0
-0.315,-0.035, 0
-0.32,-0.025, 0
-0.325,-0.035, 0
-0.325,-0.05, 0
-0.34,-0.06, 0
-0.345,-0.06, 0
-0.33,-0.055, 0
-0.325,-0.04, 0
-0.31,-0.035, 0
-0.325,-0.05, 0
-0.33,-0.055, 0
-0.33,-0.045, 0
-0.325,-0.035, 0
-0.305,-0.025, 0
-0.31,-0.04, 0
-0.315,-0.055, 0
-0.325,-0.05, 0
-0.33,-0.06, 0
-0.325,-0.055, 0
-0.315,-0.035, 0
-0.31,-0.035, 0
-0.315,-0.04, 0
-0.325,-0.055, 0
-0.345,-0.065, 0
-0.33,-0.05, 0
-0.315,-0.03, 0
-0.305,-0.04, 0
-0.315,-0.04, 0
-0.32,-0.05, 0
-0.33,-0.05, 0
-0.33,-0.045, 0
-0.325,-0.035, 0
-0.335,-0.04, 0
-0.335,-0.04, 0
-0.345,-0.04, 0
-0.335,-0.05, 0
-0.325,-0.05, 0
-0.305,-0.035, 0
-0.295,-0.045, 0
-0.28,-0.05, 0
-0.275,-0.035, 0
-0.27,-0.03, 0
-0.265,-0.01, 0
-0.245,-0.005, 0
-0.245,-0.01, 0
-0.24,-0.03, 0
-0.235,-0.025, 0
-0.245,-0.015, 0
-0.225,0.0, 0
-0.215,0.02, 0
-0.2,-0.005, 0
-0.22,-0.005, 0
-0.225,-0.02, 0
-0.23,-0.02, 0
-0.24,0.005, 0
-0.22,0.025, 0
-0.225,0.035, 0
-0.225,0.025, 0
-0.23,0.01, 0
-0.235,0.005, 0
-0.24,0.005, 0
-0.24,0.005, 0
-0.24,-0.01, 0
-0.235,-0.03, 0
-0.23,-0.035, 0
-0.235,-0.035, 0
-0.24,-0.025, 0
-0.255,0.0, 0
-0.27,-0.01, 0
-0.285,-0.03, 0
-0.31,-0.045, 0
-0.33,-0.06, 0
-0.33,-0.045, 0
-0.34,-0.035, 0
-0.335,-0.03, 0
-0.33,-0.035, 0
-0.33,-0.05, 0
-0.335,-0.05, 0
-0.33,-0.05, 0
-0.315,-0.04, 0
-0.315,-0.055, 0
-0.325,-0.045, 0
-0.34,-0.06, 0
-0.36,-0.045, 0
-0.355,-0.05, 0
-0.355,-0.04, 0
-0.37,-0.05, 0
-0.37,-0.06, 0
-0.365,-0.075, 0
-0.365,-0.07, 0
-0.385,-0.055, 0
-0.38,-0.045, 0
-0.365,-0.065, 0
-0.36,-0.065, 0
-0.37,-0.085, 0
-0.375,-0.08, 0
-0.37,-0.075, 0
-0.365,-0.07, 0
-0.365,-0.11, 0
-0.39,-0.13, 0
-0.435,-0.16, 0
-0.475,-0.185, 0
-0.475,-0.19, 0
-0.495,-0.145, 0
-0.52,-0.055, 0
-0.55,0.05, 0
-0.515,0.14, 0
-0.405,0.21, 0
-0.265,0.285, 0
-0.105,0.385, 0
0.09,0.495, 0
0.33,0.61, 0
0.6,0.65, 0
0.795,0.55, 0
0.905,0.275, 0
0.845,-0.025, 0
0.575,-0.21, 0
0.185,-0.225, 0
-0.185,-0.175, 0
-0.415,-0.145, 0
-0.52,-0.12, 0
-0.5,-0.095, 0
-0.46,-0.09, 0
-0.43,-0.085, 0
-0.41,-0.095, 0
-0.415,-0.1, 0
-0.41,-0.085, 0
-0.405,-0.08, 0
-0.4,-0.095, 0
-0.395,-0.105, 0
-0.395,-0.115, 0
-0.42,-0.1, 0
-0.42,-0.085, 0
-0.41,-0.09, 0
-0.4,-0.09, 0
-0.405,-0.1, 0
-0.41,-0.095, 0
-0.42,-0.09, 0
-0.42,-0.07, 0
-0.41,-0.075, 0
-0.405,-0.085, 0
-0.42,-0.085, 0
-0.42,-0.09, 0
-0.43,-0.095, 0
-0.42,-0.09, 0
-0.415,-0.07, 0
-0.41,-0.065, 0
-0.405,-0.07, 0
-0.405,-0.09, 0
-0.415,-0.085, 0
-0.415,-0.075, 0
-0.405,-0.075, 0
-0.41,-0.08, 0
-0.41,-0.09, 0
-0.42,-0.105, 0
-0.425,-0.095, 0
-0.42,-0.09, 0
-0.425,-0.075, 0
-0.415,-0.07, 0
-0.415,-0.075, 0
-0.41,-0.09, 0
-0.42,-0.095, 0
-0.42,-0.095, 0
-0.43,-0.075, 0
-0.425,-0.085, 0
-0.425,-0.1, 0
-0.425,-0.105, 0
-0.44,-0.095, 0
-0.435,-0.08, 0
-0.435,-0.085, 0
-0.425,-0.09, 0
-0.44,-0.1, 0
-0.44,-0.095, 0
-0.455,-0.095, 0
-0.445,-0.075, 0
-0.44,-0.075, 0
-0.43,-0.095, 0
-0.425,-0.095, 0
-0.435,-0.105, 0
-0.45,-0.095, 0
-0.44,-0.11, 0
-0.435,-0.085, 0
-0.42,-0.085, 0
-0.425,-0.105, 0
-0.425,-0.12, 0
-0.435,-0.135, 0
-0.435,-0.12, 0
-0.425,-0.115, 0
-0.425,-0.13, 0
-0.425,-0.125, 0
-0.43,-0.13, 0
-0.44,-0.135, 0
-0.43,-0.12, 0
-0.43,-0.125, 0
-0.435,-0.135, 0
-0.435,-0.155, 0
-0.44,-0.165, 0
-0.475,-0.175, 0
-0.465,-0.175, 0
-0.455,-0.16, 0
-0.46,-0.18, 0
-0.455,-0.2, 0
-0.465,-0.215, 0
-0.47,-0.215, 0
-0.475,-0.2, 0
-0.465,-0.195, 0
-0.46,-0.195, 0
-0.465,-0.205, 0
-0.48,-0.205, 0
-0.49,-0.2, 0
-0.495,-0.2, 0
-0.48,-0.19, 0
-0.475,-0.185, 0
-0.47,-0.185, 0
-0.465,-0.175, 0
-0.46,-0.155, 0
-0.445,-0.13, 0
-0.435,-0.115, 0
-0.425,-0.13, 0
-0.435,-0.13, 0
-0.435,-0.13, 0
-0.43,-0.12, 0
-0.43,-0.11, 0
-0.395,-0.08, 0
-0.38,-0.085, 0
-0.37,-0.075, 0
-0.37,-0.075, 0
-0.36,-0.07, 0
-0.355,-0.065, 0
-0.355,-0.035, 0
-0.335,-0.05, 0
-0.35,-0.04, 0
-0.345,-0.04, 0
-0.35,-0.03, 0
-0.335,-0.025, 0
-0.305,-0.03, 0
-0.305,-0.04, 0
-0.325,-0.035, 0
-0.33,-0.03, 0
-0.345,-0.045, 0
-0.34,-0.025, 0
-0.325,-0.025, 0
-0.325,-0.04, 0
-0.32,-0.055, 0
-0.345,-0.055, 0
-0.345,-0.05, 0
-0.34,-0.035, 0
-0.33,-0.025, 0
-0.315,-0.03, 0
-0.32,-0.03, 0
-0.33,-0.045, 0
-0.325,-0.05, 0
-0.32,-0.05, 0
-0.32,-0.05, 0
-0.335,-0.05, 0
-0.34,-0.04, 0
-0.355,-0.055, 0
-0.36,-0.055, 0
-0.34,-0.035, 0
-0.33,-0.035, 0
-0.32,-0.06, 0
-0.335,-0.065, 0
-0.35,-0.07, 0
-0.365,-0.065, 0
-0.375,-0.07, 0
-0.37,-0.045, 0
-0.355,-0.065, 0
-0.35,-0.07, 0
-0.38,-0.065, 0
-0.395,-0.065, 0
-0.395,-0.06, 0
-0.385,-0.05, 0
-0.365,-0.06, 0
-0.355,-0.08, 0
-0.365,-0.085, 0
-0.38,-0.095, 0
-0.375,-0.085, 0
-0.37,-0.07, 0
-0.355,-0.075, 0
-0.355,-0.075, 0
-0.365,-0.085, 0
-0.375,-0.075, 0
-0.375,-0.07, 0
-0.36,-0.07, 0
-0.355,-0.08, 0
-0.37,-0.085, 0
-0.375,-0.1, 0
-0.385,-0.095, 0
-0.38,-0.09, 0
-0.37,-0.08, 0
-0.36,-0.08, 0
-0.37,-0.085, 0
-0.38,-0.095, 0
-0.39,-0.11, 0
-0.4,-0.09, 0
-0.4,-0.09, 0
-0.385,-0.09, 0
-0.385,-0.1, 0
-0.38,-0.105, 0
-0.37,-0.11, 0
-0.385,-0.095, 0
-0.38,-0.085, 0
-0.38,-0.09, 0
-0.375,-0.085, 0
-0.365,-0.1, 0
-0.38,-0.105, 0
-0.365,-0.1, 0
-0.36,-0.1, 0
-0.36,-0.105, 0
-0.37,-0.105, 0
-0.375,-0.095, 0
-0.38,-0.1, 0
-0.375,-0.1, 0
-0.36,-0.095, 0
-0.36,-0.11, 0
-0.35,-0.115, 0
-0.345,-0.115, 0
-0.34,-0.11, 0
-0.335,-0.1, 0
-0.33,-0.1, 0
-0.31,-0.1, 0
-0.315,-0.095, 0
-0.315,-0.1, 0
-0.32,-0.095, 0
-0.29,-0.09, 0
-0.275,-0.065, 0
-0.265,-0.065, 0
-0.27,-0.09, 0
-0.27,-0.095, 0
-0.295,-0.1, 0
-0.29,-0.08, 0
-0.275,-0.065, 0
-0.27,-0.06, 0
-0.27,-0.07, 0
-0.285,-0.07, 0
-0.295,-0.065, 0
-0.29,-0.05, 0
-0.27,-0.05, 0
-0.27,-0.065, 0
-0.285,-0.075, 0
-0.3,-0.08, 0
-0.3,-0.085, 0
-0.28,-0.075, 0
-0.265,-0.095, 0
-0.27,-0.09, 0
-0.31,-0.09, 0
-0.325,-0.105, 0
-0.35,-0.105, 0
-0.37,-0.11, 0
-0.385,-0.095, 0
-0.375,-0.105, 0
-0.39,-0.11, 0
-0.395,-0.12, 0
-0.4,-0.135, 0
-0.405,-0.12, 0
-0.39,-0.115, 0
-0.375,-0.105, 0
-0.385,-0.12, 0
-0.395,-0.125, 0
-0.405,-0.13, 0
-0.405,-0.125, 0
-0.395,-0.115, 0
-0.4,-0.125, 0
-0.395,-0.125, 0
-0.405,-0.135, 0
-0.41,-0.13, 0
-0.4,-0.11, 0
-0.4,-0.105, 0
-0.395,-0.115, 0
-0.39,-0.11, 0
-0.39,-0.12, 0
-0.415,-0.115, 0
-0.405,-0.115, 0
-0.415,-0.115, 0
-0.425,-0.145, 0
-0.425,-0.16, 0
-0.455,-0.175, 0
-0.505,-0.2, 0
-0.525,-0.205, 0
-0.525,-0.235, 0
-0.525,-0.23, 0
-0.56,-0.175, 0
-0.59,-0.07, 0
-0.585,0.045, 0
-0.51,0.17, 0
-0.36,0.245, 0
-0.205,0.305, 0
-0.03,0.385, 0
0.18,0.49, 0
0.45,0.605, 0
0.705,0.645, 0
0.895,0.495, 0
0.955,0.155, 0
0.83,-0.165, 0
0.475,-0.305, 0
0.015,-0.275, 0
-0.355,-0.2, 0
-0.51,-0.15, 0
-0.515,-0.155, 0
-0.485,-0.13, 0
-0.46,-0.145, 0
-0.45,-0.135, 0
-0.44,-0.13, 0
-0.425,-0.13, 0
-0.425,-0.125, 0
-0.43,-0.13, 0
-0.425,-0.135, 0
-0.435,-0.14, 0
-0.42,-0.125, 0
-0.425,-0.11, 0
-0.425,-0.12, 0
-0.425,-0.125, 0
-0.425,-0.13, 0
-0.435,-0.13, 0
-0.42,-0.115, 0
-0.415,-0.095, 0
-0.41,-0.105, 0
-0.405,-0.115, 0
-0.41,-0.125, 0
-0.43,-0.12, 0
-0.415,-0.12, 0
-0.41,-0.1, 0
-0.405,-0.115, 0
-0.405,-0.105, 0
-0.42,-0.115, 0
-0.42,-0.12, 0
-0.42,-0.115, 0
-0.415,-0.105, 0
-0.41,-0.1, 0
-0.415,-0.11, 0
-0.425,-0.125, 0
-0.415,-0.11, 0
-0.42,-0.11, 0
-0.425,-0.1, 0
-0.42,-0.1, 0
-0.425,-0.11, 0
-0.43,-0.12, 0
-0.445,-0.115, 0
-0.435,-0.115, 0
-0.43,-0.09, 0
-0.425,-0.085, 0
-0.425,-0.1, 0
-0.43,-0.12, 0
-0.43,-0.12, 0
-0.425,-0.105, 0
-0.415,-0.11, 0
-0.42,-0.09, 0
-0.41,-0.105, 0
-0.43,-0.12, 0
-0.435,-0.115, 0
-0.425,-0.115, 0
-0.415,-0.105, 0
-0.415,-0.12, 0
-0.41,-0.125, 0
-0.43,-0.12, 0
-0.435,-0.125, 0
-0.43,-0.13, 0
-0.42,-0.125, 0
-0.415,-0.125, 0
-0.415,-0.14, 0
-0.43,-0.15, 0
-0.435,-0.155, 0
-0.435,-0.15, 0
-0.44,-0.14, 0
-0.43,-0.155, 0
-0.43,-0.16, 0
-0.435,-0.16, 0
-0.44,-0.17, 0
-0.45,-0.175, 0
-0.43,-0.175, 0
-0.43,-0.18, 0
-0.43,-0.19, 0
-0.445,-0.205, 0
-0.44,-0.205, 0
-0.445,-0.2, 0
-0.435,-0.205, 0
-0.425,-0.21, 0
-0.435,-0.235, 0
-0.445,-0.24, 0
-0.45,-0.24, 0
-0.445,-0.235, 0
-0.455,-0.225, 0
-0.445,-0.23, 0
-0.46,-0.235, 0
-0.465,-0.25, 0
-0.48,-0.265, 0
-0.47,-0.235, 0
-0.465,-0.23, 0
-0.465,-0.23, 0
-0.46,-0.225, 0
-0.465,-0.235, 0
-0.465,-0.21, 0
-0.45,-0.195, 0
-0.435,-0.185, 0
-0.42,-0.17, 0
-0.4,-0.16, 0
-0.405,-0.155, 0
-0.39,-0.14, 0
-0.37,-0.105, 0
-0.36,-0.085, 0
-0.34,-0.085, 0
-0.33,-0.08, 0
-0.325,-0.08, 0
-0.32,-0.075, 0
-0.31,-0.06, 0
-0.305,-0.05, 0
-0.305,-0.035, 0
-0.3,-0.04, 0
-0.29,-0.045, 0
-0.31,-0.055, 0
-0.305,-0.045, 0
-0.295,-0.035, 0
-0.28,-0.035, 0
-0.28,-0.035, 0
-0.285,-0.04, 0
-0.295,-0.04, 0
-0.285,-0.025, 0
-0.27,-0.015, 0
-0.265,-0.015, 0
-0.26,-0.03, 0
-0.29,-0.05, 0
-0.29,-0.055, 0
-0.29,-0.04, 0
-0.275,-0.03, 0
-0.265,-0.03, 0
-0.265,-0.03, 0
-0.27,-0.045, 0
-0.28,-0.06, 0
-0.28,-0.035, 0
-0.275,-0.04, 0
-0.28,-0.04, 0
-0.28,-0.045, 0
-0.28,-0.045, 0
-0.3,-0.04, 0
-0.29,-0.04, 0
-0.285,-0.035, 0
-0.28,-0.045, 0
-0.285,-0.055, 0
-0.3,-0.065, 0
-0.305,-0.06, 0
-0.3,-0.04, 0
-0.29,-0.04, 0
-0.285,-0.045, 0
-0.285,-0.06, 0
-0.29,-0.06, 0
-0.305,-0.07, 0
-0.295,-0.07, 0
-0.29,-0.04, 0
-0.29,-0.06, 0
-0.285,-0.06, 0
-0.3,-0.06, 0
-0.295,-0.085, 0
-0.305,-0.07, 0
-0.29,-0.055, 0
-0.29,-0.06, 0
-0.295,-0.075, 0
-0.3,-0.075, 0
-0.31,-0.08, 0
-0.31,-0.065, 0
-0.3,-0.06, 0
-0.295,-0.08, 0
-0.305,-0.075, 0
-0.305,-0.08, 0
-0.325,-0.08, 0
-0.325,-0.08, 0
-0.31,-0.06, 0
-0.31,-0.065, 0
-0.315,-0.08, 0
-0.315,-0.09, 0
-0.33,-0.095, 0
-0.325,-0.075, 0
-0.315,-0.07, 0
-0.31,-0.075, 0
-0.305,-0.075, 0
-0.31,-0.085, 0
-0.315,-0.08, 0
-0.31,-0.08, 0
-0.3,-0.075, 0
-0.295,-0.085, 0
-0.3,-0.09, 0
-0.305,-0.08, 0
-0.31,-0.08, 0
-0.305,-0.07, 0
-0.29,-0.075, 0
-0.29,-0.07, 0
-0.3,-0.07, 0
-0.3,-0.08, 0
-0.31,-0.085, 0
-0.31,-0.075, 0
-0.31,-0.065, 0
-0.305,-0.075, 0
-0.31,-0.07, 0
-0.325,-0.08, 0
-0.325,-0.09, 0
-0.32,-0.08, 0
-0.315,-0.06, 0
-0.3,-0.07, 0
-0.3,-0.08, 0
-0.295,-0.075, 0
-0.31,-0.08, 0
-0.3,-0.07, 0
-0.29,-0.065, 0
-0.285,-0.07, 0
-0.285,-0.065, 0
-0.29,-0.08, 0
-0.3,-0.085, 0
-0.29,-0.07, 0
-0.28,-0.065, 0
-0.28,-0.07, 0
-0.25,-0.07, 0
-0.24,-0.08, 0
-0.245,-0.075, 0
-0.25,-0.075, 0
-0.235,-0.06, 0
-0.22,-0.055, 0
-0.22,-0.045, 0
-0.225,-0.05, 0
-0.21,-0.045, 0
-0.205,-0.035, 0
-0.195,-0.02, 0
-0.18,-0.03, 0
-0.175,-0.035, 0
-0.185,-0.04, 0
-0.195,-0.04, 0
-0.2,-0.025, 0
-0.195,-0.01, 0
-0.195,-0.005, 0
-0.205,-0.015, 0
-0.2,-0.025, 0
-0.21,-0.025, 0
-0.215,-0.015, 0
-0.215,0.005, 0
-0.185,-0.005, 0
-0.17,-0.03, 0
-0.165,-0.05, 0
-0.18,-0.04, 0
-0.19,-0.035, 0
